title,description,answer,type,category,priority,language,tag
Clock-in failed for Emile Edwards at Warehouse A,"Employee Emile Edwards (ID EMP84062) reports clock-in problem at Warehouse A. Phone +1-413-799-8841, email emileedwards319@fabrikam.org. GPS 44.157962,-79.22967. Issue started since last Friday. Manager Leo Jackson unable to approve. Timesheet shows 8.5h instead of 10.5h. Device iPhone 12 (OS Android 13), app v7.1.3, network Wi-Fi. Error code APP-5001. Ref:1677-246  Steps tried: reinstall, toggled airplane mode, switched networks.",Re-enabled push notifications at OS level & refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,low,en,MFA
Kiosk PIN rejected for Charlotte Johnson,Employee Charlotte Johnson (ID EMP75...,Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,low,en,Wallet
App crashes on launch for Miguel Edwards (Samsung Galaxy S22)...,User Miguel Edwards experience...,Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Mobile App & UI issues,low,en,Login
Punch recorded twice for Noah Phillips,"Employee Noah Phillips (ID EMP81662) reports clock-in problem at Call Center West. Phone +1-376-950-9493, email noahphillips216@contoso.com. GPS 43.720904,-79.567653. Issue started end of quarter. Manager Leo Moore unable to approve. Timesheet shows 7.5h instead of 6.5h. Device Pixel 8 (OS iPadOS 17.4), app v9.9.0, network 5G. Error code AUTH-401-MFA. Ref:369-485",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,Timesheet
Push notifications missing for Aarav Turner,"User Aarav Turner experienced an application crash on iPhone 14 Pro (OS iPadOS 17.4) when opening the Schedule screen. Email aaravturner513@fabrikam.org / phone +1-864-853-4643. After MFA code 037348, the screen froze. Build v9.0.8, network Wi-Fi. Logs show error code SYNC-409. Occurred end of quarter. Ref:1032-751",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Mobile App & UI issues,low,en,Session
Timesheet not updating hours for Ines Johnson,"Employee Ines Johnson (ID EMP63497) reports clock-in problem at Call Center West. Phone +1-754-524-7632, email inesjohnson880@example.com. GPS 43.886295,-79.364268. Issue started around lunch break. Manager Luca Young unable to approve. Timesheet shows 10h instead of 10.5h. Device iPhone 14 Pro (OS Android 13), app v9.9.8, network Wi-Fi. Error code SYNC-409. Ref:295-344",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,low,en,Kiosk
App crashes on launch for Zoe Nelson (Samsung Galaxy S22),"User Zoe Nelson experienced an application crash on Samsung Galaxy S22 (OS iOS 17.4) when opening the Punch screen. Email zoenelson494@fabrikam.org / phone +1-709-826-8197. After MFA code 068404, the screen froze. Build v8.7.0, network LTE. Logs show error code SYNC-409. Occurred since last Friday. Ref:484-540",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Request,Mobile App & UI issues,low,en,Sync
Timesheet not updating hours for Mateo Gonzalez,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Re-enabled push notifications at OS level & refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,low,en,ShiftSwap
Timesheet not updating hours for Emma Evans,"Employee Emma Evans (ID EMP40454) reports clock-in problem at Distribution East. Phone +1-855-614-4677, email emmaevans25@sample.io. GPS 43.966326,-79.599833. Issue started after daylight saving change. Manager Mia Jackson unable to approve. Timesheet shows 8h instead of 10h. Device Galaxy A54 (OS iOS 17.4), app v7.7.5, network Wi-Fi. Error code SYNC-409. Ref:753-829",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,PayrollCutoff
Clock-in failed for Ethan Cook at Distribution East...,"Employee Ethan Cook (ID EMP46237) reports clock-in problem at Distribution East. Phone +1-954-466-2029, email ethancook387@acme.test. GPS 43.792357,-79.563142. Issue started after update this morning. Manager Mason Smith unable to approve. Timesheet shows 8h instead of 10h. Device iPhone 12 (OS Android 14), app v10.2.7, network 5G. Error code PUNCH-403. Ref:543-693",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,high,en,DevicePolicy
Kiosk PIN rejected for Jia Evans,"Employee Jia Evans (ID EMP98754) reports clock-in problem at Call Center West. Phone +1-790-809-2171, email jiaevans619@contoso.com. GPS 44.151313,-79.472911. Issue started since last Friday. Manager Noah Martinez unable to approve. Timesheet shows 8h instead of 9h. Device OnePlus 10 (OS iOS 16.7), app v8.2.0, network Corporate VPN. Error code AUTH-401-MFA. Ref:148-846  Observed that sync completes after 10–15 min then reverts.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Problem,Times & Attendance,low,en,Kiosk
Shift swap request not visible for team,"Employee Otto Sanchez (ID EMP83711) reports clock-in problem at HQ Toronto. Phone +1-830-244-3841, email ottosanchez298@contoso.com. GPS 44.153007,-79.433234. Issue started during night shift. Manager Isha White unable to approve. Timesheet shows 7.5h instead of 8.5h. Device iPhone 14 Pro (OS iPadOS 17.4), app v9.5.4, network Corporate VPN. Error code HTTP 504. Ref:83-790  Impact: affects payroll cutoff if not resolved before Friday.",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,low,en,Timesheet
Timesheet not updating hours for Zoe Roberts,"Employee Zoe Roberts (ID EMP98677) reports clock-in problem at Plant 3 - Dock. Phone +1-810-384-2286, email zoeroberts374@demo.co. GPS 43.875122,-79.618306. Issue started after update this morning. Manager Ana Taylor unable to approve. Timesheet shows 8h instead of 9h. Device Samsung Galaxy S22 (OS Android 13), app v9.9.6, network 5G. Error code HTTP 504. Ref:212-347",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Request,Times & Attendance,low,en,Geofence
Overtime calculation appears off for Elijah Roberts,"Employee Elijah Roberts (ID EMP24416) reports clock-in problem at Clinic North. Phone +1-694-794-6933, email elijahroberts779@demo.co. GPS 43.923218,-79.611056. Issue started around lunch break. Manager Layla Phillips unable to approve. Timesheet shows 8h instead of 7h. Device OnePlus 10 (OS iOS 17.4), app v10.8.5, network Corporate VPN. Error code NPE-UI-22. Ref:346-778  Observed that sync completes after 10–15 min then reverts.",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Problem,Times & Attendance,low,en,Sync
Buttons overlap on small screen — UI layout bug,"User Henry Martinez experienced an application crash on iPhone 12 (OS Android 14) when opening the Schedule screen. Email henrymartinez902@sample.io / phone +1-212-598-9733. After MFA code 647098, the screen froze. Build v10.5.8, network LTE. Logs show error code CRASH-09. Occurred today 08:15. Ref:105-677","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Mobile App & UI issues,medium,en,Session
Geofencing blocks punch at HQ Toronto,"Employee Neha White (ID EMP49786) reports clock-in problem at HQ Toronto. Phone +1-830-534-6951, email nehawhite754@acme.test. GPS 43.765515,-79.446322. Issue started around lunch break. Manager Mia Hill unable to approve. Timesheet shows 9h instead of 11h. Device iPhone 12 (OS iPadOS 17.4), app v7.7.2, network Wi-Fi. Error code E_TIMEOUT. Ref:261-237",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Problem,Times & Attendance,low,en,Kiosk
Slow loading of schedule on LTE,"User Miguel Cook experienced an application crash on OnePlus 10 (OS iOS 16.7) when opening teh Login screen. Email miguelcook338@acme.test / phone +1-580-989-3273. After MFA code 953296, teh screen froze. Build v9.4.5, network LTE. Logs show error code AUTH-401-MFA. Occurred after update this morning. Ref:941-435  Additional context: user cleared cache and rebooted.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,Geofence
Login loop after MFA for Jack White,"User Jack White experienced an application crash on OnePlus 10 (OS iPadOS 17.4) when opening the Punch screen. Email jackwhite614@contoso.com / phone +1-687-232-1369. After MFA code 676701, the screen froze. Build v7.1.0, network 5G. Logs show error code CRASH-09. Occurred after update this morning. Ref:1289-919",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,PDFExport
Clock-in failed for Lena Tho...,"Employee Lena Thomas (ID EMP49836) reports clock-in problem at Distribution East. Phone +1-489-941-5334, email lenathomas654@fabrikam.org. GPS 44.15717,-79.486174. Issue started since last Friday. Manager Arjun Scott unable to approve. Timesheet shows 8.5h instead of 10.5h. Device iPhone 14 Pro (OS iPadOS 17.4), app v8.6.0, network Corporate VPN. Error code CRASH-09. Ref:736-230  Additional context: user cleared cache and rebooted.",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,low,en,Crash
Timesheet not updating hours for Liam Lopez,"Employee Liam Lopez (ID EMP78047) reports clock-in problem at HQ Toronto. Phone +1-891-897-6694, email liamlopez51@fabrikam.org. GPS 44.076558,-79.429686. Issue started since last Friday. Manager Joao Hill unable to approve. Timesheet shows 8.5h instead of 9.5h. Device Pixel 7 (OS iOS 17.4), app v8.0.6, network 5G. Error code PUNCH-403. Ref:275-213",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,low,en,Timesheet
Dark mode hides text on Settings screen,"User Nora Baker experienced an appplication crash on Galaxy A54 (OS Android 14) when opening the Settings screen. Email norabaker80@fabrikam.org / phone +1-751-338-4695. After MFA code 602909, the screen froze. Build v8.2.6, network Wi-Fi. Logs show error code HTTP 504. Occurred during night shift. Ref:472-105",Re-enabled push notifications at OS level & refreshed device token; test a sample alert from Notifications Center.,Incident,Mobile App & UI issues,high,en,Geofence
App crashes on launch for Lucas Adams (Galaxy A54),"User Lucas Adams experienced an application crash on Galaxy A54 (OS iPadOS 17.4) when opening the Punch screen. Email lucasadams391@acme.test / phone +1-251-314-9858. After MFA code 326170, the screen froze. Build v9.0.5, network LTE. Logs show error code CRASH-09. Occurred around lunch break. Ref:1733-470",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Request,Mobile App & UI issues,low,en,UI-Bug
Login loop after MFA for Mia Green,User Mia Green experienced an application crash on iPhon...,Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Question,Mobile App & UI issues,low,en,Login
"Kiosk PIN rejected for Luis Wright  Steps tried: reinstall, toggled airplane mode, switched networks.","Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,low,en,Kiosk
Shift swap request not visible for team,"Employee Daniel Morgan (ID EMP55374) reports clock-in problem at Clinic North. Phone +1-744-413-9524, email danielmorgan757@fabrikam.org. GPS 43.767146,-79.504308. Issue started after update this morning. Manager Henry Collins unable to approve. Timesheet shows 9h instead of 8h. Device iPad Mini (OS iOS 16.7), app v10.1.8, network Wi-Fi. Error code APP-5001. Ref:1225-223",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,medium,en,Geofence
Buttons overlap on small screen — UI layout bug...,User Mason Edwards experienced an application crash on OnePlus...,Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Mobile App & UI issues,high,en,ShiftSwap
Dark mode hides text on Settings screen,"User Layla Carter experienced an application crash on iPhone 12 (OS iOS 17.4) when opening the Timesheet screen. Email laylacarter771@example.com / phone +1-635-601-6769. After MFA code 829296, the screen froze. Build v9.9.6, network LTE. Logs show error code AUTH-401-MFA. Occurred yesterday 17:40. Ref:1305-273",Cleared app cache & forced a re-sync; verify location services & try again near site perimeter.,Incident,Mobile App & UI issues,medium,en,DevicePolicy
